Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Hahn, S., Griesshaber, E., Schmahl, W.W., Neuser, R.D., Ritter, A.-C., Hoffmann, R., Buhl, D., Niedermayr, A., Geske, A., Immenhauser, A.","55239815400;8437972500;7005727273;6602570841;56124513500;55426719800;7003799356;49061309100;55370786600;6603677320;","Exploring aberrant bivalve shell ultrastructure and geochemistry as proxies for past sea water acidification",2014,"Sedimentology","61","6",,"1625","1658",,9,"10.1111/sed.12107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908502439&doi=10.1111%2fsed.12107&partnerID=40&md5=06bb6918e2617991e1ece66267f67eb6",Article,Open Access,Scopus,2-s2.0-84908502439
"Ikari, M.J., Hüpers, A., Kopf, A.J.","20733985400;16052897400;15723922100;","Shear strength of sediments approaching subduction in the Nankai Trough, Japan as constraints on forearc mechanics",2013,"Geochemistry, Geophysics, Geosystems","14","8",,"2716","2730",,9,"10.1002/ggge.20156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885151730&doi=10.1002%2fggge.20156&partnerID=40&md5=2db3ebb5203328fbd4c2589089f723af",Article,Open Access,Scopus,2-s2.0-84885151730
"Wolf, P., Rößler, S., Schneider, T., Melzer, A.","55522602800;55670055700;57194226390;16216455900;","Collecting in situ remote sensing reflectances of submersed macrophytes to build up a spectral library for lake monitoring",2013,"European Journal of Remote Sensing","46","1",,"401","416",,9,"10.5721/EuJRS20134623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876912954&doi=10.5721%2fEuJRS20134623&partnerID=40&md5=4c9a5b2ceef1671cb0bf83f559ec31fd",Article,Open Access,Scopus,2-s2.0-84876912954
"Takano, Y., Kaneko, M., Kahnt, J., Imachi, H., Shima, S., Ohkouchi, N.","7401621889;7403595402;6506746771;6604059033;7101928600;56096079200;","Detection of coenzyme F430 in deep sea sediments: A key molecule for biological methanogenesis",2013,"Organic Geochemistry","58",,,"137","140",,9,"10.1016/j.orggeochem.2013.01.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876735220&doi=10.1016%2fj.orggeochem.2013.01.012&partnerID=40&md5=b3d216743bf1395bfa8a96054ecdb803",Article,Open Access,Scopus,2-s2.0-84876735220
"Willmann, M., Lanyon, G.W., Marschall, P., Kinzelbach, W.","10042928700;6602949928;55894273800;7005825695;","A new stochastic particle-tracking approach for fractured sedimentary formations",2013,"Water Resources Research","49","1",,"352","359",,9,"10.1029/2012WR012191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876566160&doi=10.1029%2f2012WR012191&partnerID=40&md5=a713a5fc39110249c8db13cce6f3f6ca",Article,Open Access,Scopus,2-s2.0-84876566160
"Weckwerth, P., Przegietka, K.R., Chruścińska, A., Pisarska-Jamrozy, M.","15066261200;6603164856;6507068243;24460628700;","The relation between optical bleaching and sedimentological features of fluvial deposits in the Toruń basin (Poland)",2013,"Geological Quarterly","57","1",,"31","44",,9,"10.7306/gq.1074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875640288&doi=10.7306%2fgq.1074&partnerID=40&md5=725b2f9339a1ca7b5233da91e943f7a0",Article,Open Access,Scopus,2-s2.0-84875640288
"Miller, C., Leroy, S.A.G., Izon, G., Lahijani, H.A.K., Marret, F., Cundy, A.B., Teasdale, P.A.","36999915200;7006016233;26640420300;24080613000;55883036400;7004852144;35333013600;","Palynology: A tool to identify abrupt events? An example from Chabahar Bay, southern Iran",2013,"Marine Geology","337",,,"195","201",,9,"10.1016/j.margeo.2013.03.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877705245&doi=10.1016%2fj.margeo.2013.03.004&partnerID=40&md5=27c56c722e0a170844b3c609a997e1b0",Article,Open Access,Scopus,2-s2.0-84877705245
"Sturkell, E., Ormö, J., Lepinette, A.","6701446882;6701471393;8764070500;","Early modification stage (preresurge) sediment mobilization in the Lockne concentric, marine-target crater, Sweden",2013,"Meteoritics and Planetary Science","48","3",,"321","338",,9,"10.1111/maps.12058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875493232&doi=10.1111%2fmaps.12058&partnerID=40&md5=0d96443c4d26296a011a4fd0ca81db91",Article,Open Access,Scopus,2-s2.0-84875493232
"Boudreau, B.P.","7005149018;","Carbonate dissolution rates at the deep ocean floor",2013,"Geophysical Research Letters","40","4",,"744","748",,9,"10.1029/2012GL054231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878200497&doi=10.1029%2f2012GL054231&partnerID=40&md5=3d8fb850c903dfeca1c9c2c3e684dae9",Article,Open Access,Scopus,2-s2.0-84878200497
"Ho, K.T., Chariton, A.A., Portis, L.M., Proestou, D., Cantwell, M.G., Baguley, J.G., Burgess, R.M., Simpson, S., Pelletier, M.C., Perron, M.M., Gunsch, C.K., Bik, H.M., Katz, D., Kamikawa, A.","7403581749;35572812000;50462208400;55513338500;7005310275;12446862200;7202498916;57191747201;7102314772;7005507681;8706050400;25923273200;55499354700;55513660600;","Use of a novel sediment exposure to determine the effects of triclosan on estuarine benthic communities",2013,"Environmental Toxicology and Chemistry","32","2",,"384","392",,9,"10.1002/etc.2067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872604330&doi=10.1002%2fetc.2067&partnerID=40&md5=54f85d89056adde61af3c69786111419",Article,Open Access,Scopus,2-s2.0-84872604330
"Brown, T.M., Kuzyk, Z.Z.A., Stow, J.P., Burgess, N.M., Solomon, S.M., Sheldon, T.A., Reimer, K.J.","35336009100;6504336119;9732533000;8313753900;7401460946;23973460000;7102709418;","Effects-based marine ecological risk assessment at a polychlorinated biphenyl-contaminated site in Saglek, Labrador, Canada",2013,"Environmental Toxicology and Chemistry","32","2",,"453","467",,9,"10.1002/etc.2070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872604602&doi=10.1002%2fetc.2070&partnerID=40&md5=55485a160ce19c71172d2a01fbf28bab",Article,Open Access,Scopus,2-s2.0-84872604602
"Filep, A., Ajtai, T., Utry, N., Pintér, M.D., Nyilas, T., Takács, S., Máté, Z., Gelencsér, A., Hoffer, A., Schnaiter, M., Bozóki, Z., Szabó, G.","36241604300;16645055200;49962764100;55570367400;8581629900;35330766700;46761329800;56501802200;7102692123;56442378900;55925519100;7401566134;","Absorption spectrum of ambient aerosol and its correlation with size distribution in specific atmospheric conditions after a red mud accident",2013,"Aerosol and Air Quality Research","13","1",,"49","59",,9,"10.4209/aaqr.2012.04.0078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872913681&doi=10.4209%2faaqr.2012.04.0078&partnerID=40&md5=ec78b72151f3500bbf5fa3aa97622b63",Article,Open Access,Scopus,2-s2.0-84872913681
"Brown, R., Chanson, H.","56962718900;7004495961;","Suspended sediment properties and suspended sediment flux estimates in an inundated urban environment during a major flood event",2012,"Water Resources Research","48","11", W11523,"","",,9,"10.1029/2012WR012381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870175585&doi=10.1029%2f2012WR012381&partnerID=40&md5=66056edb0256be413c8d37ec24a19625",Article,Open Access,Scopus,2-s2.0-84870175585
"Gerardi, F., Smedile, A., Pirrotta, C., Barbano, M.S., De Martini, P.M., Pinzi, S., Gueli, A.M., Ristuccia, G.M., Stella, G., Troja, S.O.","25927109500;24179182600;23502447100;6602134736;6603589606;48761917100;57195213965;36189982200;35075054000;6603235006;","Geological record of tsunami inundations in Pantano Morghella (south-eastern Sicily) both from near and far-field sources",2012,"Natural Hazards and Earth System Sciences","12","4",,"1185","1200",,9,"10.5194/nhess-12-1185-2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881070276&doi=10.5194%2fnhess-12-1185-2012&partnerID=40&md5=e548b530da08e9b51f941afa87c8ced5",Article,Open Access,Scopus,2-s2.0-84881070276
"Kuramitz, H., Sazawa, K., Nanayama, Y., Hata, N., Taguchi, S., Sugawara, K., Fukushima, M.","6603897691;39061975200;57192023124;7103130460;7202030611;7202558936;7402193207;","Electrochemical genotoxicity assay based on a SOS/umu test using hydrodynamic voltammetry in a droplet",2012,"Sensors (Switzerland)","12","12",,"17414","17432",,9,"10.3390/s121217414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871682060&doi=10.3390%2fs121217414&partnerID=40&md5=f17e7d856b5d9695bc79267b26d56326",Article,Open Access,Scopus,2-s2.0-84871682060
"Peng, T., Li, J., Song, C., Zhao, Z., Zhang, J., Hui, Z., King, J.W.","49964302200;7410065107;7403252967;55726153400;56113284800;49963479500;7404245057;","Biomarkers challenge early Miocene loess and inferred Asian desertification",2012,"Geophysical Research Letters","39","6", L06702,"","",,9,"10.1029/2012GL050934","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863360010&doi=10.1029%2f2012GL050934&partnerID=40&md5=7b8a3feef251a9be68be39d0b44b3cf5",Article,Open Access,Scopus,2-s2.0-84863360010
"Radwański, A., Wysocka, A., Górka, M.","6603296069;7003876572;6603921046;","Miocene burrows of the Ghost Crab Ocypode and their environmental significance (Mykolaiv Sands, Fore-Carpathian Basin, Ukraine)",2012,"Acta Geologica Polonica","62","2",,"217","229",,9,"10.2478/v10263-012-0011-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863887348&doi=10.2478%2fv10263-012-0011-1&partnerID=40&md5=43a01488413492e961341ae52ce0e5e7",Article,Open Access,Scopus,2-s2.0-84863887348
"Dugan, J.P., Piotrowski, C.C.","7102397737;7005941389;","Measuring currents in a coastal inlet by advection of turbulent eddies in airborne optical imagery",2012,"Journal of Geophysical Research: Oceans","117","3", C03020,"","",,9,"10.1029/2011JC007600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858311277&doi=10.1029%2f2011JC007600&partnerID=40&md5=08899e4b0990eacadd8512f470aac64b",Article,Open Access,Scopus,2-s2.0-84858311277
"Legleiter, C.J., Kinzel, P.J., Overstreet, B.T.","6506208762;6602848366;53980369700;","Evaluating the potential for remote bathymetric mapping of a turbid, sand-bed river: 1. Field spectroscopy and radiative transfer modeling",2011,"Water Resources Research","47","9", W09531,"","",,9,"10.1029/2011WR010591","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053646503&doi=10.1029%2f2011WR010591&partnerID=40&md5=6d7f7060e87afb2e540764b79228496b",Article,Open Access,Scopus,2-s2.0-80053646503
"Tritthart, M., Welti, N., Bondar-Kunze, E., Pinay, G., Hein, T., Habersack, H.","23013467900;53664891300;26867531200;57204305357;7004162928;55880990500;","Modelling highly variable environmental factors to assess potential microbial respiration in complex floodplain landscapes",2011,"Environmental Modelling and Software","26","9",,"1097","1111",,9,"10.1016/j.envsoft.2011.04.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955916754&doi=10.1016%2fj.envsoft.2011.04.001&partnerID=40&md5=0c57df9d741418e8d2811c5b9c7956aa",Article,Open Access,Scopus,2-s2.0-79955916754
"Frederick, J.M., Buffett, B.A.","57200205221;7006141907;","Topography- and fracture-driven fluid focusing in layered ocean sediments",2011,"Geophysical Research Letters","38","8", L08614,"","",,9,"10.1029/2010GL046027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955614908&doi=10.1029%2f2010GL046027&partnerID=40&md5=c2f7255c3173a818e71f018f952a358b",Article,Open Access,Scopus,2-s2.0-79955614908
"Ayadi, I., Abida, H., Djebbar, Y., Mahjoub, M.R.","14065714400;15046513100;37090430700;57197785454;","Sediment yield variability in central Tunisia: A quantitative analysis of its controlling factors [Variabilité de l'exportation sédimentaire en Tunisie Centrale: Analyse quantitative des déterminants]",2010,"Hydrological Sciences Journal","55","3",,"446","458",,9,"10.1080/02626661003741526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649751930&doi=10.1080%2f02626661003741526&partnerID=40&md5=6903854696e5f83c2c84c4eb63d6b1a4",Article,Open Access,Scopus,2-s2.0-78649751930
"Oh, J., Tsai, C.W.","35099050500;7404967771;","A stochastic jump diffusion particle-tracking model (SJD-PTM) for sediment transport in open channel flows",2010,"Water Resources Research","46","10", W10508,"","",,9,"10.1029/2009WR008443","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958465089&doi=10.1029%2f2009WR008443&partnerID=40&md5=6db3925801e08ea542f6994675b164e0",Article,Open Access,Scopus,2-s2.0-77958465089
"Kaneda, K., Kodaira, S., Nishizawa, A., Morishita, T., Takahashi, N.","16063676600;57203053095;7005581428;48261150200;7403939131;","Structural evolution of preexisting oceanic crust through intraplate igneous activities in the Marcus-Wake seamount chain",2010,"Geochemistry, Geophysics, Geosystems","11","10", Q10014,"","",,9,"10.1029/2010GC003231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049394823&doi=10.1029%2f2010GC003231&partnerID=40&md5=1ecfc5202b9a3302d1f50008e4f3e4cb",Article,Open Access,Scopus,2-s2.0-78049394823
"Brock, B.E., Martin, M.E., Mongeon, C.L., Sokal, M.A., Wesche, S.D., Armitage, D., Wolfe, B.B., Hall, R.I., Edwards, T.W.D.","15828864300;36627354200;15829986200;16308113200;35486267000;7006574363;7201861594;55350388200;7202395222;","Flood frequency variability during the past 80 years in the Slave River Delta, NWT, as determined from multi-proxy paleolimnological analysis",2010,"Canadian Water Resources Journal","35","3",,"281","300",,9,"10.4296/cwrj3503281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649777337&doi=10.4296%2fcwrj3503281&partnerID=40&md5=19ddc30e973f2cebc3af5a42c0d9a9e9",Article,Open Access,Scopus,2-s2.0-78649777337
"Porreca, M., Mattei, M.","16310802800;7202211725;","Tectonic and environmental evolution of Quaternary intramontane basins in Southern Apennines (Italy): Insights from palaeomagnetic and rock magnetic investigations",2010,"Geophysical Journal International","182","2",,"682","698",,9,"10.1111/j.1365-246X.2010.04661.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955135449&doi=10.1111%2fj.1365-246X.2010.04661.x&partnerID=40&md5=16979a19fd30992b08c61ba33fc3b56a",Article,Open Access,Scopus,2-s2.0-77955135449
"Calantoni, J., Thaxton, C.S.","12767053300;6602617004;","Simple power law for transport ratio with bimodal distributions of coarse sediments under waves",2008,"Journal of Geophysical Research: Oceans","113","3", C03003,"","",,9,"10.1029/2007JC004237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649322108&doi=10.1029%2f2007JC004237&partnerID=40&md5=55f2d4c925431b0b57f0d0c43a553198",Article,Open Access,Scopus,2-s2.0-67649322108
"Browne, G.H., Kennedy, E.M., Constable, R.M., Raine, J.I., Crouch, E.M., Sykes, R.","7102520199;7201683298;26025089900;7006281880;7102144476;7101991202;","An outcrop-based study of the economically significant late cretaceous rakopi formation, northwest nelson, Taranaki Basin, New Zealand",2008,"New Zealand Journal of Geology and Geophysics","51","4",,"295","315",,9,"10.1080/00288300809509867","https://www.scopus.com/inward/record.uri?eid=2-s2.0-59149089972&doi=10.1080%2f00288300809509867&partnerID=40&md5=41a74886a99c4a4216231fa2f6803169",Article,Open Access,Scopus,2-s2.0-59149089972
"Le Heron, D.P., Tofaif, S., Vandyk, T., Ali, D.O.","57200017174;57192836661;57192830024;57192836278;","A diamictite dichotomy: Glacial conveyor belts and olistostromes in the Neoproterozoic of Death Valley, California, USA",2017,"Geology","45","1",,"31","34",,8,"10.1130/G38460.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008391473&doi=10.1130%2fG38460.1&partnerID=40&md5=4e9a2d50248f47af31243387fa4278f3",Article,Open Access,Scopus,2-s2.0-85008391473
"Leys, B., Higuera, P.E., McLauchlan, K.K., Dunnette, P.V.","54888894300;8255192500;6604042408;56258572800;","Wildfires and geochemical change in a subalpine forest over the past six millennia",2016,"Environmental Research Letters","11","12", 125003,"","",,8,"10.1088/1748-9326/11/12/125003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008240249&doi=10.1088%2f1748-9326%2f11%2f12%2f125003&partnerID=40&md5=5949dc96b476b871f6678a686566873c",Article,Open Access,Scopus,2-s2.0-85008240249
"Chang, L., Bolton, C.T., Dekkers, M.J., Hayashida, A., Heslop, D., Krijgsman, W., Kodama, K., Paterson, G.A., Roberts, A.P., Rohling, E.J., Yamamoto, Y., Zhao, X.","18633786000;35118720600;7004337104;7003441786;6701410907;7003956416;7401759848;18635545300;7404498930;7003642344;55600719600;55705125000;","Asian monsoon modulation of nonsteady state diagenesis in hemipelagic marine sediments offshore of Japan",2016,"Geochemistry, Geophysics, Geosystems","17","11",,"4383","4398",,8,"10.1002/2016GC006344","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995967858&doi=10.1002%2f2016GC006344&partnerID=40&md5=c4f092f45e085cdec03adb82f3985fa7",Article,Open Access,Scopus,2-s2.0-84995967858
"Bourne, M.D., Feinberg, J.M., Stafford, T.W., Waters, M.R., Lundelius, E., Forman, S.L.","55221366300;7102605098;7004919386;7202770627;6603162099;7201466626;","High-intensity geomagnetic field 'spike' observed at ca. 3000 cal BP in Texas, USA",2016,"Earth and Planetary Science Letters","442",,,"80","92",,8,"10.1016/j.epsl.2016.02.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960145942&doi=10.1016%2fj.epsl.2016.02.051&partnerID=40&md5=7c373a1ef3d98f8dafd09c88a1cf98fd",Article,Open Access,Scopus,2-s2.0-84960145942
"Abdessadok, S., Sao, C.C., Tudryn, A., Dambricourt Malassé, A., Singh, M., Gargani, J., Karir, B., Gaillard, C., Moigne, A.-M., Bhardwaj, V., Pal, S.","6507708203;57090649700;16640655300;7801314503;35098004900;56015362500;56798368900;14630276400;6505825680;36569951300;57054721900;","Sedimentological study of major paleonto-archaeological localities of the Late Pliocene Quranwala zone, Siwalik Frontal Range, northwestern India",2016,"Comptes Rendus - Palevol","15","3-4",,"393","406",,8,"10.1016/j.crpv.2015.09.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959877367&doi=10.1016%2fj.crpv.2015.09.020&partnerID=40&md5=e106ad0497f70c3f348c7b0dfa66e3b8",Article,Open Access,Scopus,2-s2.0-84959877367
"Hart, N.R., Stockli, D.F., Hayman, N.W.","57190487046;57203049560;8068406700;","Provenance evolution during progressive rifting and hyperextension using bedrock and detrital zircon U-Pb geochronology, Mauléon Basin, western Pyrenees",2016,"Geosphere","12","4",,"1166","1186",,8,"10.1130/GES01273.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980320167&doi=10.1130%2fGES01273.1&partnerID=40&md5=092b59e5d35ee73327fdaa19e7d9f5cd",Article,Open Access,Scopus,2-s2.0-84980320167
"Hein, C.J., Fitzgerald, D.M., De Souza, L.H.P., Georgiou, I.Y., Buynevich, I.V., Klein, A.H.F., De Menezes, J.T., Cleary, W.J., Scolaro, T.L.","21734503200;7202364366;57195458837;7005526505;56044760300;35109433500;15131090200;7004129318;57195459857;","Complex coastal change in response to autogenic basin infilling: An example from a sub-tropical Holocene strandplain",2016,"Sedimentology","63","6",,"1362","1395",,8,"10.1111/sed.12265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027957942&doi=10.1111%2fsed.12265&partnerID=40&md5=2ddc149ffb37edd583bba93bc5c095bc",Article,Open Access,Scopus,2-s2.0-85027957942
"Howard, A.L., Farmer, G.L., Amato, J.M., Fedo, C.M.","56919141800;7005055885;7005235022;6701916438;","Zircon U-Pb ages and Hf isotopic compositions indicate multiple sources for Grenvillian detrital zircon deposited in western Laurentia",2015,"Earth and Planetary Science Letters","432",,,"300","310",,8,"10.1016/j.epsl.2015.10.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945122103&doi=10.1016%2fj.epsl.2015.10.018&partnerID=40&md5=0f39103703833212289ba331fd1306df",Article,Open Access,Scopus,2-s2.0-84945122103
"Li, Y., Schieber, J.","55807647800;57204260434;","On the origin of a phosphate enriched interval in the Chattanooga Shale (Upper Devonian) of Tennessee-A combined sedimentologic, petrographic, and geochemical study",2015,"Sedimentary Geology","329",,,"40","61",,8,"10.1016/j.sedgeo.2015.09.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942600046&doi=10.1016%2fj.sedgeo.2015.09.005&partnerID=40&md5=edebce5273b515bfae3aa20997436122",Article,Open Access,Scopus,2-s2.0-84942600046
"Kameda, J., Harris, R.N., Shimizu, M., Ujiie, K., Tsutsumi, A., Ikehara, M., Uno, M., Yamaguchi, A., Hamada, Y., Namiki, Y., Kimura, G.","57201847601;7405694451;56459377500;35588493900;7103220387;7102346626;56468862300;8640306800;23090617700;56797877900;7101752104;","Hydrogeological responses to incoming materials at the erosional subduction margin, offshore Osa Peninsula, Costa Rica",2015,"Geochemistry, Geophysics, Geosystems","16","8",,"2725","2742",,8,"10.1002/2015GC005837","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941995556&doi=10.1002%2f2015GC005837&partnerID=40&md5=92d3dfd5f7903b383d76c5adf99da915",Article,Open Access,Scopus,2-s2.0-84941995556
"Jiménez, S., Brauchler, R., Hu, R., Hu, L., Schmidt, S., Ptak, T., Bayer, P.","57198155448;22733622100;35757767200;54893612600;57194028791;7003703348;56219701500;","Prediction of solute transport in a heterogeneous aquifer utilizing hydraulic conductivity and specific storage tomograms",2015,"Water Resources Research","51","7",,"5504","5520",,8,"10.1002/2014WR016402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939444314&doi=10.1002%2f2014WR016402&partnerID=40&md5=2b9a6ac83af64431b29a6e6224ffb4e6",Article,Open Access,Scopus,2-s2.0-84939444314
"Awramik, S.M., Paul Buchheim, H.","6603691971;13404518500;","Giant stromatolites of the eocene green river formation (Colorado, USA)",2015,"Geology","43","8",,"691","694",,8,"10.1130/G36793.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942241499&doi=10.1130%2fG36793.1&partnerID=40&md5=933e1f4d2da7bc685f625c6d6b84eb44",Article,Open Access,Scopus,2-s2.0-84942241499
"Pleskot, K.","56709672400;","Sedimentological characteristics of debris flow deposits within ice-cored moraine of Ebbabreen, central Spitsbergen",2015,"Polish Polar Research","36","2",,"125","144",,8,"10.1515/popore-2015-0006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935056041&doi=10.1515%2fpopore-2015-0006&partnerID=40&md5=5a4a0aa257d156611469ead2dddc70b9",Article,Open Access,Scopus,2-s2.0-84935056041
"Petrash, D.A., Lalonde, S.V., González-Arismendi, G., Gordon, R.A., Méndez, J.A., Gingras, M.K., Konhauser, K.O.","37061692100;13807956000;56582459300;35588617000;56581235900;7006933016;6701782021;","Can Mn-S redox cycling drive sedimentary dolomite formation? A hypothesis",2015,"Chemical Geology","404",,,"27","40",,8,"10.1016/j.chemgeo.2015.03.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926345635&doi=10.1016%2fj.chemgeo.2015.03.017&partnerID=40&md5=eee2dc8080c29942b925bedd5642ca8e",Article,Open Access,Scopus,2-s2.0-84926345635
"Kelsey, H.M., Engelhart, S.E., Pilarczyk, J.E., Horton, B.P., Rubin, C.M., Daryono, M.R., Ismail, N., Hawkes, A.D., Bernhardt, C.E., Cahill, N.","7003985690;16303496500;25923486300;7006721073;35413974900;54410436800;35193985000;16743442900;34568292900;55899557800;","Accommodation space, relative sea level, and the archiving of paleo-earthquakes along subduction zones",2015,"Geology","43","8",,"675","678",,8,"10.1130/G36706.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942245965&doi=10.1130%2fG36706.1&partnerID=40&md5=3391e594f2bf32554ef69e4b2de7ca9e",Article,Open Access,Scopus,2-s2.0-84942245965
"De Castro, D.L., Bezerra, F.H.R.","11340128700;7004527155;","Fault evolution in the Potiguar rift termination, equatorial margin of Brazil",2015,"Solid Earth","6","1",,"185","196",,8,"10.5194/se-6-185-2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923070804&doi=10.5194%2fse-6-185-2015&partnerID=40&md5=f5423a8cef5f728d257a34388c3566ed",Article,Open Access,Scopus,2-s2.0-84923070804
"Porta, G., Tamellini, L., Lever, V., Riva, M.","26533074800;36807322500;55349230700;10044837400;","Inverse modeling of geochemical and mechanical compaction in sedimentary basins through Polynomial Chaos Expansion",2014,"Water Resources Research","50","12",,"9414","9431",,8,"10.1002/2014WR015838","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027919651&doi=10.1002%2f2014WR015838&partnerID=40&md5=dee611ea4c1d5e53c21aaadec41e0973",Article,Open Access,Scopus,2-s2.0-85027919651
"Ücinowicz, S., Jegliński, W., Miotk-Szpiganowicz, G., Nowak, J., Paczek, U., Przezdziecki, P., Szefler, K., Poreba, G.","6602751492;56523069300;17343898100;56256363100;55444683900;8603778500;6503986662;13608494800;","Impact of sand extraction from the bottom of the Southern Baltic Sea on the relief and sediments of the seabed",2014,"Oceanologia","56","4",,"856","880",,8,"10.5697/oc.56-4.857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931750787&doi=10.5697%2foc.56-4.857&partnerID=40&md5=b01fa99c7c138d5e022e6b8dff06a455",Article,Open Access,Scopus,2-s2.0-84931750787
"Isozaki, Y.","7006701742;","Memories of pre-jurassic lost oceans: How to retrieve them from extant lands",2014,"Geoscience Canada","41","3",,"283","311",,8,"10.12789/geocanj.2014.41.050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911474091&doi=10.12789%2fgeocanj.2014.41.050&partnerID=40&md5=a27117a7c58e33dfa5271cceda5e05d2",Article,Open Access,Scopus,2-s2.0-84911474091
"Cabrol, N.A., Herkenhoff, K., Knoll, A.H., Farmer, J., Arvidson, R., Grin, E., Li, R., Fenton, L., Cohen, B., Bell, J.F., Aileen Yingst, R.","8941957900;6701687837;7102250655;7201823876;26425436200;7004014625;7404724327;57204251711;35781784100;24433472700;36727221700;","Sands at Gusev crater, mars",2014,"Journal of Geophysical Research E: Planets","119","5",,"941","967",,8,"10.1002/2013JE004535","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902359177&doi=10.1002%2f2013JE004535&partnerID=40&md5=e882f7f042c153c800bc5344a2df43fe",Article,Open Access,Scopus,2-s2.0-84902359177
"Jirásek, J., Sedláčková, L., Sivek, M., Martínek, K., Jureczka, J.","56253799800;56580530100;23006458900;36945688000;8143200500;","Castle conglomerate unit of the upper silesian basin (Czech Republic and Poland): A record of the onset of late Mississippian C2 glaciation?",2013,"Bulletin of Geosciences","88","4",,"893","914",,8,"10.3140/bull.geosci.1364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887069334&doi=10.3140%2fbull.geosci.1364&partnerID=40&md5=5b2454936e744a5315e283f22a54c316",Article,Open Access,Scopus,2-s2.0-84887069334
"Colombi, C.E., Fernández, E., Currie, B.S., Alcober, O.A., Martínez, R., Correa, G.","6603494714;55516973100;7102291054;6506097544;36800206300;42161003000;","Large-Diameter Burrows of the Triassic Ischigualasto Basin, NW Argentina: Paleoecological and Paleoenvironmental Implications",2012,"PLoS ONE","7","12", e50662,"","",,8,"10.1371/journal.pone.0050662","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870793977&doi=10.1371%2fjournal.pone.0050662&partnerID=40&md5=29f4c252877ff0f55edd1bacf93bfee1",Article,Open Access,Scopus,2-s2.0-84870793977
"Di Celma, C., Cantalamessa, G.","55914097400;6603782601;","Off-shelf sedimentary record of recurring global sea-level changes during the plio-pleistocene: Evidence from the cyclic fills of exhumed slope systems in central Italy",2012,"Journal of the Geological Society","169","6",,"643","646",,8,"10.1144/jgs2012-041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886943242&doi=10.1144%2fjgs2012-041&partnerID=40&md5=33707cb214b40fb227d334f15fab6bc5",Article,Open Access,Scopus,2-s2.0-84886943242
