Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Coetzee, M.P.A., Bloomer, P., Wingfield, M.J., Wingfield, B.D.","7007038987;6603507240;7102265584;7005738740;","Paleogene radiation of a plant pathogenic mushroom",2011,"PLoS ONE","6","12", e28545,"","",,16,"10.1371/journal.pone.0028545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84555197591&doi=10.1371%2fjournal.pone.0028545&partnerID=40&md5=c405b41d781bc1d81dcc4d515ace92f5",Article,Open Access,Scopus,2-s2.0-84555197591
"Nesbitt, S.J., Ksepka, D.T., Clarke, J.A.","8572783300;14045337300;7403197877;","Podargiform affinities of the enigmatic fluvioviridavis platyrhamphus and the early diversification of strisores (""Caprimulgiformes"" + Apodiformes)",2011,"PLoS ONE","6","11", e26350,"","",,16,"10.1371/journal.pone.0026350","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355170190&doi=10.1371%2fjournal.pone.0026350&partnerID=40&md5=bc9e8788d61265603e95c0c72d131ba6",Article,Open Access,Scopus,2-s2.0-82355170190
"Polgar, G., Malavasi, S., Cipolato, G., Georgalas, V., Clack, J.A., Torricelli, P.","24381433400;55259059300;41761400800;6505561586;7003834349;24532154200;","Acoustic communication at the water's edge: Evolutionary insights from a mudskipper",2011,"PLoS ONE","6","6", e21434,"","",,16,"10.1371/journal.pone.0021434","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959632665&doi=10.1371%2fjournal.pone.0021434&partnerID=40&md5=12ced6cd93ab48a544c9c318ee0f1d8f",Article,Open Access,Scopus,2-s2.0-79959632665
"Jaeger, J.-J., Soe, A.N., Chavasseau, O., Coster, P., Emonet, E.-G., Guy, F., Lebrun, R., Maung, A., Khyaw, A.A., Shwe, H., Tun, S.T., Oo, K.L., Rugbumrung, M., Bocherens, H., Benammi, M., Chaivanich, K., Tafforeau, P., Chaimanee, Y.","7102052583;6602475281;15076610200;35751297700;35751098700;7005552645;22980305900;36086459200;37107743200;37075822500;7003852394;50361856400;26323868900;7006654386;6604033385;37107134500;6507952614;7003286430;","First hominoid from the Late Miocene of the Irrawaddy Formation (Myanmar)",2011,"PLoS ONE","6","4", e17065,"","",,16,"10.1371/journal.pone.0017065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955455180&doi=10.1371%2fjournal.pone.0017065&partnerID=40&md5=42ddecd1897e0165bfb29ff0d6bd9fd0",Article,Open Access,Scopus,2-s2.0-79955455180
"Apesteguía, S., Gallina, P.A.","56061877700;33067730500;","Tunasniyoj, a dinosaur tracksite from the Jurassic-Cretaceous boundary of Bolivia",2011,"Anais da Academia Brasileira de Ciencias","83","1",,"267","277",,16,"10.1590/S0001-37652011000100015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953185757&doi=10.1590%2fS0001-37652011000100015&partnerID=40&md5=cee7a67797b3df03bae2f1030e90bef8",Article,Open Access,Scopus,2-s2.0-79953185757
"Bocheński, Z.M., Tomek, T., Bujoczek, M., Wertz, K.","55959719900;6602348758;35232482400;24778954000;","A new passerine bird from the early Oligocene of Poland",2011,"Journal of Ornithology","152","4",,"1045","1053",,16,"10.1007/s10336-011-0693-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027934292&doi=10.1007%2fs10336-011-0693-2&partnerID=40&md5=3b978825718f046132e0d7752ec894df",Article,Open Access,Scopus,2-s2.0-85027934292
"Ksepka, D.T., Clarke, J.A.","14045337300;7403197877;","New fossil mousebird (Aves: Coliiformes) with feather preservation provides insight into the ecological diversity of an Eocene North American avifauna",2010,"Zoological Journal of the Linnean Society","160","4",,"685","706",,16,"10.1111/j.1096-3642.2009.00626.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649455921&doi=10.1111%2fj.1096-3642.2009.00626.x&partnerID=40&md5=430b774b6aaa506326a542b782eb003f",Article,Open Access,Scopus,2-s2.0-78649455921
"Krings, M., Dotzler, N., Taylor, T.N., Galtier, J.","7004418031;16238055800;7402298966;7006683297;","A fungal community in plant tissue from the Lower Coal Measures (Langsettian, Lower Pennsylvanian) of Great Britain",2010,"Bulletin of Geosciences","85","4",,"679","690",,16,"10.3140/bull.geosci.1209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650838501&doi=10.3140%2fbull.geosci.1209&partnerID=40&md5=dfe8b53b317271d407377e8d0aaa7ea4",Article,Open Access,Scopus,2-s2.0-78650838501
"McClure, S.B., Puchol, O.G., Culleton, B.J.","12753703200;57192757263;56213358900;","Ams dating of human bone from cova de la pastora: New evidence of ritual continuity in the prehistory of Eastern Spain",2010,"Radiocarbon","52","1",,"25","32",,16,"10.1017/S0033822200045008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953670860&doi=10.1017%2fS0033822200045008&partnerID=40&md5=df021ab6f89832159f1339ab1c6eead0",Article,Open Access,Scopus,2-s2.0-77953670860
"Frédérich, B., Sheets, H.D.","14830218400;55663863700;","Evolution of ontogenetic allometry shaping giant species: A case study from the damselfish genus Dascyllus (Pomacentridae)",2010,"Biological Journal of the Linnean Society","99","1",,"99","117",,16,"10.1111/j.1095-8312.2009.01336.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73349130432&doi=10.1111%2fj.1095-8312.2009.01336.x&partnerID=40&md5=0a7e02864a82f251bd6c0ad45f8f0cba",Article,Open Access,Scopus,2-s2.0-73349130432
"Kimmel, C.B., Sidlauskas, B., Clack, J.A.","7101813997;8313038400;7003834349;","Linked morphological changes during palate evolution in early tetrapods",2009,"Journal of Anatomy","215","2",,"91","109",,16,"10.1111/j.1469-7580.2009.01108.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67949105152&doi=10.1111%2fj.1469-7580.2009.01108.x&partnerID=40&md5=2c29493cb41a37406c186f6e3d4856bd",Article,Open Access,Scopus,2-s2.0-67949105152
"Joyce, W.G., Rabi, M., Clark, J.M., Xu, X.","7004473676;23100702400;7407825960;7405294877;","A toothed turtle from the Late Jurassic of China and the global biogeographic history of turtles",2016,"BMC Evolutionary Biology","16","1",,"1","29",,15,"10.1186/s12862-016-0762-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992752848&doi=10.1186%2fs12862-016-0762-5&partnerID=40&md5=ad9ed33b19388481e11e255b17266cd7",Article,Open Access,Scopus,2-s2.0-84992752848
"O'Malley, M.A.","8567025800;","Endosymbiosis and its implications for evolutionary theory",2015,"Proceedings of the National Academy of Sciences of the United States of America","112","33",,"10270","10277",,15,"10.1073/pnas.1421389112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939856411&doi=10.1073%2fpnas.1421389112&partnerID=40&md5=5e0c26f6f13c898a708ee50f600034fa",Article,Open Access,Scopus,2-s2.0-84939856411
"Na, L., Kiessling, W.","56600099500;7005422059;","Diversity partitioning during the Cambrian radiation",2015,"Proceedings of the National Academy of Sciences of the United States of America","112","15",,"4702","4706",,15,"10.1073/pnas.1424985112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928128186&doi=10.1073%2fpnas.1424985112&partnerID=40&md5=bc12e2520b58327355bc015e943c0840",Article,Open Access,Scopus,2-s2.0-84928128186
"Pattinson, D.J., Thompson, R.S., Piotrowski, A.K., Asher, R.J.","56593588100;55482274800;56593526100;7006259880;","Phylogeny, paleontology, and primates: Do incomplete fossils bias the tree of life?",2015,"Systematic Biology","64","2",,"169","186",,15,"10.1093/sysbio/syu077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927676546&doi=10.1093%2fsysbio%2fsyu077&partnerID=40&md5=ac719ea32666c291448fa46b4db930f1",Article,Open Access,Scopus,2-s2.0-84927676546
"Wilkins, J., Schoville, B.J., Brown, K.S.","35308299000;36542964000;40360954500;","An experimental investigation of the functional hypothesis and evolutionary advantage of stone-tipped spears",2014,"PLoS ONE","9","8", e104514,"","",,15,"10.1371/journal.pone.0104514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911893610&doi=10.1371%2fjournal.pone.0104514&partnerID=40&md5=8d3030cfa70a4e0ab69e70d93158b6e0",Article,Open Access,Scopus,2-s2.0-84911893610
"Nekola, J.C., Coles, B.F., Horsák, M.","6701374987;35323896300;6508232939;","Species assignment in Pupilla (Gastropoda: Pulmonata: Pupillidae): Integration of DNA-sequence data and conchology",2014,"Journal of Molluscan Studies","81","2",,"196","216",,15,"10.1093/mollus/eyu083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929612137&doi=10.1093%2fmollus%2feyu083&partnerID=40&md5=ae29e839a263ed626d5cd19e5e89c8af",Article,Open Access,Scopus,2-s2.0-84929612137
"Ibrahim, N., Varricchio, D.J., Sereno, P.C., Wilson, J.A., Dutheil, D.B., Martill, D.M., Baidder, L., Zouhri, S.","36458550200;6602536744;7003660079;7407983842;6602537517;7006240791;25222343700;9536369000;","Dinosaur footprints and other ichnofauna from the cretaceous kem kem beds of morocco",2014,"PLoS ONE","9","3", e90751,"","",,15,"10.1371/journal.pone.0090751","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897129184&doi=10.1371%2fjournal.pone.0090751&partnerID=40&md5=24ef61a65c12c42813229d0a184a3333",Article,Open Access,Scopus,2-s2.0-84897129184
"Kvaček, Z., Teodoridis, V., Mach, K., Přikryl, T., Dvořák, Z.","7004539848;56017123800;7006031113;16444462700;55180852500;","Tracing the Eocene-Oligocene transition: A case study from North Bohemia",2014,"Bulletin of Geosciences","89","1",,"21","66",,15,"10.3140/bull.geosci.1411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893076110&doi=10.3140%2fbull.geosci.1411&partnerID=40&md5=538a09d0aa144c7074eb99d0b431eeff",Article,Open Access,Scopus,2-s2.0-84893076110
"Li, L.-G., Li, D.-Q., You, H.-L., Dodson, P.","56158161000;14015742900;7101663779;7005494252;","A new titanosaurian sauropod from the Hekou Group (Lower Cretaceous) of the Lanzhou-Minhe Basin, Gansu Province, China",2014,"PLoS ONE","9","1", e85979,"","",,15,"10.1371/journal.pone.0085979","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900424256&doi=10.1371%2fjournal.pone.0085979&partnerID=40&md5=64d3bbf7997729be3e9a82a3a5eef611",Article,Open Access,Scopus,2-s2.0-84900424256
"Botelho, J.F., Ossa-Fuentes, L., Soto-Acuña, S., Smith-Paredes, D., Nuñez-León, D., Salinas-Saavedra, M., Ruiz-Flores, M., Vargas, A.O.","56193745000;56123566900;36089277900;56226887300;56226025800;55676479600;56125309800;8636114800;","New Developmental Evidence Clarifies the Evolution of Wrist Bones in the Dinosaur–Bird Transition",2014,"PLoS Biology","12","9",,"","",13,15,"10.1371/journal.pbio.1001957","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920471568&doi=10.1371%2fjournal.pbio.1001957&partnerID=40&md5=82ebe605aaff360268d740e83619f60b",Article,Open Access,Scopus,2-s2.0-84920471568
"Archer, W., Braun, D.R.","35085743300;23972180300;","Investigating the Signature of Aquatic Resource Use within Pleistocene Hominin Dietary Adaptations",2013,"PLoS ONE","8","8", e69899,"","",,15,"10.1371/journal.pone.0069899","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882617036&doi=10.1371%2fjournal.pone.0069899&partnerID=40&md5=f81f4daa3826fe3e3c25c25abdadcadf",Article,Open Access,Scopus,2-s2.0-84882617036
"Montanari, S., Louys, J., Price, G.J.","36705057200;15136337000;8638312300;","Pliocene Paleoenvironments of Southeastern Queensland, Australia Inferred from Stable Isotopes of Marsupial Tooth Enamel",2013,"PLoS ONE","8","6", e66221,"","",,15,"10.1371/journal.pone.0066221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878934938&doi=10.1371%2fjournal.pone.0066221&partnerID=40&md5=3dce4dd6f78038606b344c9ffbf42f8c",Article,Open Access,Scopus,2-s2.0-84878934938
"Bast, E.D., Sigé, B., Smith, T.","55146849000;6602092622;12544697500;","Diversity of the adapisoriculid mammals from the early Palaeocene of Hainin, Belgium",2012,"Acta Palaeontologica Polonica","57","1",,"35","52",,15,"10.4202/app.2010.0115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859055095&doi=10.4202%2fapp.2010.0115&partnerID=40&md5=87c0c9a2cf13c73803870aef241b99dc",Article,Open Access,Scopus,2-s2.0-84859055095
"Pyron, R.A., Burbrink, F.T.","18837505100;6603392663;","Trait-dependent diversification and the impact of palaeontological data on evolutionary hypothesis testing in New World ratsnakes (tribe Lampropeltini)",2012,"Journal of Evolutionary Biology","25","3",,"497","508",,15,"10.1111/j.1420-9101.2011.02440.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857037266&doi=10.1111%2fj.1420-9101.2011.02440.x&partnerID=40&md5=23f27aa272cfdce60cb4abbd254451ac",Article,Open Access,Scopus,2-s2.0-84857037266
"McGuire, J.L.","35091361600;","Identifying California microtus species using geometric morphometrics documents Quaternary geographic range contractions",2011,"Journal of Mammalogy","92","6",,"1383","1394",,15,"10.1644/10-MAMM-A-280.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83755168183&doi=10.1644%2f10-MAMM-A-280.1&partnerID=40&md5=b2189e6a1ffaf31352cbc4d868ca2144",Article,Open Access,Scopus,2-s2.0-83755168183
"Castro, M.C., Langer, M.C.","55421334200;7202182114;","The mammalian fauna of Abismo Iguatemi, southeastern Brazil",2011,"Journal of Cave and Karst Studies","73","2",,"83","92",,15,"10.4311/jcks2010pa0140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855175147&doi=10.4311%2fjcks2010pa0140&partnerID=40&md5=b2654f83096d11f429ee4ff11ca5e739",Article,Open Access,Scopus,2-s2.0-84855175147
"Liu, Q., Triplett, J.K., Wen, J., Peterson, P.M.","57077115800;15051416300;7402702117;7402598701;","Allotetraploid origin and divergence in Eleusine (Chloridoideae, Poaceae): Evidence from low-copy nuclear gene phylogenies and a plastid gene chronogram",2011,"Annals of Botany","108","7",,"1287","1298",,15,"10.1093/aob/mcr231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054907558&doi=10.1093%2faob%2fmcr231&partnerID=40&md5=45ccfafe240948b5fc1de0d4cab5d71a",Article,Open Access,Scopus,2-s2.0-80054907558
"Franco, M., Quijano, A., Soto-Gamboa, M.","16678942200;54384091800;6507080209;","Communal nesting, activity patterns, and population characteristics in the near-threatened monito del monte, Dromiciops gliroides",2011,"Journal of Mammalogy","92","5",,"994","1004",,15,"10.1644/10-MAMM-A-256.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054770339&doi=10.1644%2f10-MAMM-A-256.1&partnerID=40&md5=7f518da62f8baf59a6b126b5a6122545",Article,Open Access,Scopus,2-s2.0-80054770339
"Mazák, J.H., Christiansen, P., Kitchener, A.C.","7004138016;7102789181;7004665755;","Oldest known pantherine skull and evolution of the tiger",2011,"PLoS ONE","6","10", e25483,"","",,15,"10.1371/journal.pone.0025483","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053912435&doi=10.1371%2fjournal.pone.0025483&partnerID=40&md5=feb63fab18dae867e8d334912202d977",Article,Open Access,Scopus,2-s2.0-80053912435
"Martinez-Maza, C., Rosas, A., García-Vargas, S., Estalrrich, A., De La Rasilla, M.","8242330200;7005126537;35558347900;35091186700;8242330500;","Bone remodelling in Neanderthal mandibles from the El Sidrón site (Asturias, Spain)",2011,"Biology Letters","7","4",,"593","596",,15,"10.1098/rsbl.2010.1188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051680148&doi=10.1098%2frsbl.2010.1188&partnerID=40&md5=06f56bceddb37b8f41c5f4a46df15e54",Article,Open Access,Scopus,2-s2.0-80051680148
"Hoffmann, M.H., Meng, S., Kosachev, P.A., Terechina, T.A., Silanteva, M.M.","7402353502;40661617800;55880956300;36873416500;56380433300;","Land snail faunas along an environmental gradient in the Altai Mountains (Russia)",2011,"Journal of Molluscan Studies","77","1",,"76","86",,15,"10.1093/mollus/eyq039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251573864&doi=10.1093%2fmollus%2feyq039&partnerID=40&md5=77f2c3259f9f14c2014b92302cd377ee",Article,Open Access,Scopus,2-s2.0-79251573864
"Cisterna, G.A., Sterren, A.F., Gutiérrez, P.R.","6603001696;8056114000;56271184500;","The carboniferous-permian boundary in the central western argentinean basins: Paleontological evidences [El límite carbonífero-pérmico en las cuencas del centro oeste de argentina: Evidencias paleontológicas]",2011,"Andean Geology","38","2",,"349","370",,15,"10.5027/andgeoV38n2-a06","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053609159&doi=10.5027%2fandgeoV38n2-a06&partnerID=40&md5=540e4447a2850af3592c64803c3b45c7",Article,Open Access,Scopus,2-s2.0-80053609159
"Baliński, A.","6602450224;","First colour-patterned strophomenide brachiopod from the earliest Devonian of Podolia, Ukraine",2010,"Acta Palaeontologica Polonica","55","4",,"695","700",,15,"10.4202/app.2010.0066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650471368&doi=10.4202%2fapp.2010.0066&partnerID=40&md5=e2c88283105da51e781fe17dbd77f256",Article,Open Access,Scopus,2-s2.0-78650471368
"Hu, S., Zhang, Z., Holmer, L.E., Skovsted, C.B.","55581991500;54581952300;56212982800;6507328321;","Soft-part preservation in a linguliform brachiopod from the lower Cambrian Wulongqing Formation (Guanshan Fauna) of Yunnan, South China",2010,"Acta Palaeontologica Polonica","55","3",,"495","505",,15,"10.4202/app.2009.1106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956896573&doi=10.4202%2fapp.2009.1106&partnerID=40&md5=3b094f2c61a6c803d46c0ad7b9f9d53b",Article,Open Access,Scopus,2-s2.0-77956896573
"Longrich, N.R., Ryan, M.J.","13806457100;57203794763;","Mammalian tooth marks on the bones of dinosaurs and other Late Cretaceous vertebrates",2010,"Palaeontology","53","4",,"703","709",,15,"10.1111/j.1475-4983.2010.00957.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955151034&doi=10.1111%2fj.1475-4983.2010.00957.x&partnerID=40&md5=995da6622db4a495f8b779d9ced82c20",Article,Open Access,Scopus,2-s2.0-77955151034
"Esu, D., Girotti, O.","56454198600;6507386850;","The late Oligocene molluscan fauna from Otranto (Apulia, Southern Italy): An example of alternating freshwater, lagoonal and emerged environments",2010,"Palaeontology","53","1",,"137","174",,15,"10.1111/j.1475-4983.2009.00923.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74749107030&doi=10.1111%2fj.1475-4983.2009.00923.x&partnerID=40&md5=6412fa7f17ecab0b9e215114b2413a86",Article,Open Access,Scopus,2-s2.0-74749107030
"Falk, D.","57204303628;","New information about Albert Einstein's brain",2009,"Frontiers in Evolutionary Neuroscience","1","MAY", Article 3,"","",,15,"10.3389/neuro.18.003.2009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952739992&doi=10.3389%2fneuro.18.003.2009&partnerID=40&md5=e781224d3af952029ac51bbbd2f31e7d",Article,Open Access,Scopus,2-s2.0-79952739992
"Newbrey, M.G., Murray, A.M., Wilson, M.V.H., Brinkman, D.B., Neuman, A.G.","10041091100;57203560201;57203348990;7006313666;7005808939;","Seventy-five-million-year-old tropical tetra-like fish from Canada tracks Cretaceous global warming",2009,"Proceedings of the Royal Society B: Biological Sciences","276","1674",,"3829","3833",,15,"10.1098/rspb.2009.1047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449730911&doi=10.1098%2frspb.2009.1047&partnerID=40&md5=5f842ebec015c86e44b0aa89ef7c67f8",Article,Open Access,Scopus,2-s2.0-70449730911
"Pereira, V.","21934781200;","Automated paleontology of repetitive DNA with REANNOTATE",2008,"BMC Genomics","9",, 614,"","",,15,"10.1186/1471-2164-9-614","https://www.scopus.com/inward/record.uri?eid=2-s2.0-59949092694&doi=10.1186%2f1471-2164-9-614&partnerID=40&md5=d8d5c55fa3bf8e0262c85ea1f848bf7f",Article,Open Access,Scopus,2-s2.0-59949092694
"Sun, Y., Baliński, A.","7406433345;6602450224;","Silicified Mississippian brachiopods from Muhua, southern China: Lingulids, craniids, strophomenids, productids, orthotetids, and orthids",2008,"Acta Palaeontologica Polonica","53","3",,"485","524",,15,"10.4202/app.2008.0309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53249098802&doi=10.4202%2fapp.2008.0309&partnerID=40&md5=853235e089b8f199517ff856dbf39fbe",Article,Open Access,Scopus,2-s2.0-53249098802
"Blumenthal, S.A., Levin, N.E., Brown, F.H., Brugal, J.-P., Chritz, K.L., Harris, J.M., Jehle, G.E., Cerling, T.E., O'Connell, J.","55542969000;7103118120;16471404600;6602794927;34970852000;55740168200;57194829893;7005789667;57203194284;","Aridity and hominin environments",2017,"Proceedings of the National Academy of Sciences of the United States of America","114","28",,"7331","7336",,14,"10.1073/pnas.1700597114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023178528&doi=10.1073%2fpnas.1700597114&partnerID=40&md5=2610b86f2de3616c1bb047dba9da90ac",Article,Open Access,Scopus,2-s2.0-85023178528
"Wright, D.F.","55795484900;","Bayesian estimation of fossil phylogenies and the evolution of early to middle Paleozoic crinoids (Echinodermata)",2017,"Journal of Paleontology","91","4",,"799","814",,14,"10.1017/jpa.2016.141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020731461&doi=10.1017%2fjpa.2016.141&partnerID=40&md5=09a1740051ac64654c9ae09b1842aec1",Article,Open Access,Scopus,2-s2.0-85020731461
"Nogueira, A.F., Costa, C.M., Lorena, J., Moreira, R.N., Frota-Lima, G.N., Furtado, C., Robinson, M., Amemiya, C.T., Darnet, S., Schneider, I.","57191858330;57191855472;57191868803;57191865108;57191861011;55775229600;57201513983;7005967638;6507382295;14523637800;","Tetrapod limb and sarcopterygian fin regeneration share a core genetic programme",2016,"Nature Communications","7",, 13364,"","",,14,"10.1038/ncomms13364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994259430&doi=10.1038%2fncomms13364&partnerID=40&md5=e57d5ca88f13508850116df8deb89e4b",Article,Open Access,Scopus,2-s2.0-84994259430
"Ivory, S.J., Blome, M.W., King, J.W., McGlue, M.M., Cole, J.E., Cohen, A.S.","23027759800;55183760400;7404245057;14028657200;7403376169;7404780058;","Environmental change explains cichlid adaptive radiation at Lake Malawi over the past 1.2 million years",2016,"Proceedings of the National Academy of Sciences of the United States of America","113","42",,"11895","11900",,14,"10.1073/pnas.1611028113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991574449&doi=10.1073%2fpnas.1611028113&partnerID=40&md5=fc3a2432d1e11757c6abbd8d96395773",Article,Open Access,Scopus,2-s2.0-84991574449
"Roberts, P., Henshilwood, C.S., Van Niekerk, K.L., Keene, P., Gledhill, A., Reynard, J., Badenhorst, S., Lee-Thorp, J.","55066401000;6603544431;55618288400;56106385100;35810151600;55932321800;15128719600;7004460588;","Climate, environment and early human innovation: Stable isotope and faunal proxy evidence from archaeological sites (98-59ka) in the southern Cape, South Africa",2016,"PLoS ONE","11","7", e0157408,"","",,14,"10.1371/journal.pone.0157408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978161611&doi=10.1371%2fjournal.pone.0157408&partnerID=40&md5=2cd81e145900c802d637aad18c8f2d52",Article,Open Access,Scopus,2-s2.0-84978161611
"Porter, S.M.","7201730374;","Tiny vampires in ancient seas: Evidence for predation via perforation in fossils from the 780-740 million-year-old Chuar Group, Grand Canyon, USA",2016,"Proceedings of the Royal Society B: Biological Sciences","283","1831", 20160221,"","",,14,"10.1098/rspb.2016.0221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968732940&doi=10.1098%2frspb.2016.0221&partnerID=40&md5=6fe40d0775e8426fff2c38f860d575ae",Article,Open Access,Scopus,2-s2.0-84968732940
"Hunt, K.D.","7201475573;","Why are there apes? Evidence for the co-evolution of ape and monkey ecomorphology",2016,"Journal of Anatomy","228","4",,"630","685",,14,"10.1111/joa.12454","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962524841&doi=10.1111%2fjoa.12454&partnerID=40&md5=71f41494911a6c16d6388460d9d87f36",Article,Open Access,Scopus,2-s2.0-84962524841
"Moigne, A.-M., Dambricourt Malassé, A., Singh, M., Kaur, A., Gaillard, C., Karir, B., Pal, S., Bhardwaj, V., Abdessadok, S., Chapon Sao, Cé., Gargani, J., Tudryn, A.","6505825680;7801314503;35098004900;57201838858;14630276400;56798368900;57054721900;36569951300;6507708203;54880488800;56015362500;16640655300;","The faunal assemblage of the paleonto-archeological localities of the Late Pliocene Quranwala Zone, Masol Formation, Siwalik Range, NW India",2016,"Comptes Rendus - Palevol","15","3-4",,"359","378",,14,"10.1016/j.crpv.2015.09.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960087617&doi=10.1016%2fj.crpv.2015.09.016&partnerID=40&md5=503eb9136cdbd3af4343c34e2d69b313",Article,Open Access,Scopus,2-s2.0-84960087617
"Sessa, J.A., Larina, E., Knoll, K., Garb, M., Cochran, J.K., Huber, B.T., Macleod, K.G., Landman, N.H.","15729756400;57015087200;57031610500;24478266100;10639899300;7201416405;7101625369;6603836287;","Ammonite habitat revealed via isotopic composition and comparisons with co-occurring benthic and planktonic organisms",2015,"Proceedings of the National Academy of Sciences of the United States of America","112","51",,"15562","15567",,14,"10.1073/pnas.1507554112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951023196&doi=10.1073%2fpnas.1507554112&partnerID=40&md5=5703609787ae78bda8e6e86e07b8e776",Article,Open Access,Scopus,2-s2.0-84951023196
"Friis, E.M., Grimm, G.W., Miguel Mendes, M., Pedersen, K.R.","7005299278;56956576400;56724123200;7201733509;","Canrightiopsis, a new Early Cretaceous fossil with Clavatipollenites-type pollen bridge the gap between extinct Canrightia and extant Chloranthaceae",2015,"Grana","54","3",,"184","212",,14,"10.1080/00173134.2015.1060750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937159466&doi=10.1080%2f00173134.2015.1060750&partnerID=40&md5=2a5ee834a60ca94c6c6f768fb25d1513",Article,Open Access,Scopus,2-s2.0-84937159466
"Soul, L.C., Friedman, M.","55552629000;12809694700;","Taxonomy and Phylogeny Can Yield Comparable Results in Comparative Paleontological Analyses",2015,"Systematic Biology","64","4",,"608","620",,14,"10.1093/sysbio/syv015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937032077&doi=10.1093%2fsysbio%2fsyv015&partnerID=40&md5=03a6b7ac087894ee323f565d55716533",Article,Open Access,Scopus,2-s2.0-84937032077
"Solórzano Kraemer, M.M., Kraemer, A.S., Stebner, F., Bickel, D.J., Rust, J.","23036618300;55885906100;37021816100;7005738258;24282141400;","Entrapment bias of arthropods in miocene amber revealed by trapping experiments in a tropical forest in Chiapas, Mexico",2015,"PLoS ONE","10","3", e0118820,"","",,14,"10.1371/journal.pone.0118820","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925400702&doi=10.1371%2fjournal.pone.0118820&partnerID=40&md5=9ca2109bf8410b9d790246f9aa0a1adf",Article,Open Access,Scopus,2-s2.0-84925400702
"Modesto, S.P., Scott, D.M., MacDougall, M.J., Sues, H.-D., Evans, D.C., Reisz, R.R.","7004259960;7404951645;37050984300;35894603100;55302970000;7003926376;","The oldest parareptile and the early diversification of reptiles",2015,"Proceedings of the Royal Society B: Biological Sciences","282","1801", 20141912,"","",9,14,"10.1098/rspb.2014.1912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921520880&doi=10.1098%2frspb.2014.1912&partnerID=40&md5=84b647e5654fa3cd2b2f03c9e43f292d",Article,Open Access,Scopus,2-s2.0-84921520880
